user_k,handle_n,alias_n,bio_x,followers_t,statuses_t,favorites_t,friends_t,listed_t,verified_f,politician_f,media_f,location_x,language_n,timezone_n,created_y,created_s,user_c,russian_troll_f
124,traceyhappymom,tracy brooks,"great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.",3696,4655,3778,3353,21,FALSE,,,"washington, dc",english,eastern time (us & canada),5/5/2014,5/5/2014 14:13,2531159968,TRUE
125,bruciedublin,bruce dublin,,2161,2995,1854,1807,23,FALSE,,,usa,english,eastern time (us & canada),5/29/2014,5/29/2014 12:43,2532597577,TRUE
126,kathiemrr,kathie,"imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring",2970,4267,2094,3157,22,FALSE,,,atlanta,english,eastern time (us & canada),5/29/2014,5/29/2014 12:50,2532611755,TRUE
127,jasper_fly,jasper flynn,#hashtagwarrior and your mom knows it!,1957,3379,2416,1782,15,FALSE,,,usa,english,eastern time (us & canada),5/29/2014,5/29/2014 16:57,2533001646,TRUE
128,evagreen69,eva green,"god comes 1st. my daughters, & my husband retired navy vet, are the center of my world.. serving the lord for the rest of my life. trump 2016!",2668,1831,1325,2884,46,FALSE,,,usa,english,eastern time (us & canada),5/29/2014,5/29/2014 23:40,2533653547,TRUE
129,romangorolov,????? ???????,??????? ? ??????????????? ???????????? ?????? ?????????????? ????. ???? ?????? ??????? ???????,2452,1080,876,119,2,FALSE,,,????,russian,moscow,5/7/2014,5/7/2014 14:14,2533984805,TRUE
130,6druz,f.r.i.e.n.d.s,"???? ? ????? ????? ?? ????? ?????????, ?? ???? ????? ??????????-????????????, ??????? ???????? ?? ??????????????? ???????, ???? ????, ??? ??? ????.",70,2024,2751,11,0,FALSE,,,,russian,moscow,5/8/2014,5/8/2014 9:32,2534875924,TRUE
131,paolakinck,paola kinck,"stand 4 conservatism, patriotism & optimism: don't take my lemonade stand & obama 2012 slogans.protect our kids! #wakeupamerica",2145,3518,2082,2956,24,FALSE,,,usa,english,eastern time (us & canada),5/30/2014,5/30/2014 14:14,2535166748,TRUE
132,heyheyhailey,hailey romano,,1857,2035,1542,1539,8,FALSE,,,atlanta,english,eastern time (us & canada),5/30/2014,5/30/2014 14:34,2535218881,TRUE
133,calebpaar,caleb paar,,1374,2983,1438,1698,12,FALSE,,,atlanta,english,eastern time (us & canada),5/30/2014,5/30/2014 15:56,2535353390,TRUE
134,happkendrahappy,kendra,stop trying to fix the police; fix the ghetto! #wakeupamerica #tcot #pjnet #bluelivesmatter,1688,2746,2301,1307,32,FALSE,,,new york,english,eastern time (us & canada),5/30/2014,5/30/2014 20:55,2535818742,TRUE
135,dannythehappies,danny,you know you're in love when you can't fall asleep because reality is finally better than your dreams,1857,2191,1405,1548,17,FALSE,,,"atlanta, georgia",english,eastern time (us & canada),5/31/2014,5/31/2014 0:27,2536146374,TRUE
136,kolradskiy_zhuk,???????,????? ?????? ? ?????? ?? ???? ? ????? ????????,2412,795,1061,106,4,FALSE,,,"???????, ??????",russian,moscow,5/9/2014,5/9/2014 19:02,2537592520,TRUE
137,sovasof,?????????,?????? ????????? ???????? ?? ??????.? ?? ???? - ?????.,168,1158,843,151,1,FALSE,,,,russian,volgograd,5/10/2014,5/10/2014 12:05,2538941639,TRUE
138,holycrapchrix,chris,addicted to #hashtag #games,2456,4237,2768,2134,34,FALSE,,,"atlanta, ga",english,eastern time (us & canada),6/2/2014,6/2/2014 2:03,2540596597,TRUE
139,stanley_cox_,stanley cox,"christian, pro life,conservative,strong supporter of israel. constitutionalist, #2a supporter",2508,1410,930,2859,27,FALSE,,,usa,english,central time (us & canada),5/11/2014,5/11/2014 10:33,2540758755,TRUE
140,heyits_toby,toby kress,"guardian of the animals, conservative, diy'er, ninja #tcot",1424,1396,1011,1676,10,FALSE,,,us,english,eastern time (us & canada),6/2/2014,6/2/2014 6:34,2540882036,TRUE
141,gvardeykalena,????? ?????????,??????? ? #??????????????,2160,549,312,50,1,FALSE,,,?????-?????????,russian,moscow,5/11/2014,5/11/2014 15:53,2541215075,TRUE
142,mr_clampin,eric roberts,,2011,3777,2403,1770,13,FALSE,,,atlanta,english,eastern time (us & canada),6/2/2014,6/2/2014 18:05,2541945841,TRUE
143,chicagodailynew,chicago daily news,"local news, sports, business, politics, entertainment, travel and opinion for chicago and illinois. dm us 24/7",19525,39293,10,7063,214,FALSE,FALSE,TRUE,"chicago, il",english,central time (us & canada),5/14/2014,5/14/2014 10:48,2547141851,TRUE
144,msm0re,more,?? ???? ?????? ??? ?? ????????? ???? ???????.,126,1083,1980,145,1,FALSE,,,,russian,volgograd,5/14/2014,5/14/2014 15:09,2547539571,TRUE
145,alexsvladimirov,??????? ??????????,,2211,620,1679,71,0,FALSE,,,??????,russian,volgograd,5/22/2014,5/22/2014 18:47,2559217373,TRUE
146,lapinolegg,???? ?????,?????? ? ?????? — ?????? ??????????? ??????????????? ????????.,83,432,307,129,3,FALSE,,,"??????, ??????",russian,volgograd,5/23/2014,5/23/2014 5:39,2559850571,TRUE
147,sovetnikstatski,???????? ????????,"????????? ?????, ? ??????, ?? ??? ?????? — ? ? ??? ????!",2147,978,772,373,2,FALSE,,,??????,russian,volgograd,5/25/2014,5/25/2014 10:39,2563274242,TRUE
148,sergbriantsev,?????? ???????,"?????? ???? ????????? ????????? ? ???? ??, ??? ?????? ????.",51,1280,748,3,0,FALSE,,,??????,russian,yerevan,5/28/2014,5/28/2014 12:37,2568897527,TRUE
149,loragreeen,lora green,be the change that you wish to see in the world,4009,5867,3676,3363,32,FALSE,,,new - york,english,eastern time (us & canada),5/28/2014,5/28/2014 16:02,2569229674,TRUE
150,onlinememphis,memphis online,"breaking news, weather, traffic and more for memphis and tennessee. dm us anytime. rts not endorsements",18704,4223,3,5751,113,FALSE,FALSE,TRUE,"memphis, tn",english,central time (us & canada),5/29/2014,5/29/2014 1:01,2570017414,TRUE
151,aiden7757,aiden ramsey,"in order to succeed, your desire for success should be greater than your fear of failure.",1794,2284,1711,1527,17,FALSE,,,usa,english,eastern time (us & canada),5/29/2014,5/29/2014 9:58,2570250275,TRUE
152,politweecs,politweecs,tweets and politics,32846,559,51,25600,117,FALSE,,,united states,english,central time (us & canada),5/29/2014,5/29/2014 16:09,2570631118,TRUE
153,shapka_mono,????,???? - ? ????? ???????,102,935,1331,497,1,FALSE,,,,russian,volgograd,6/16/2014,6/16/2014 17:49,2571344730,TRUE
154,detroitdailynew,detroit daily news,"local news, sports, business, politics, entertainment, travel and opinion for detroit. dm us 24/7",18617,18924,4,5144,193,FALSE,FALSE,TRUE,"detroit, michigan",english,central time (us & canada),5/30/2014,5/30/2014 7:24,2571870453,TRUE
155,toneporter,anthony porter,,1545,2196,1367,1408,10,FALSE,,,usa,english,central time (us & canada),5/30/2014,5/30/2014 9:13,2571997365,TRUE
156,leroylovesusa,leroy barton,conservative #tcot #pjnet retweets ? endorsement#godblessamerica,1545,1501,976,1321,9,FALSE,,,usa,english,eastern time (us & canada),5/30/2014,5/30/2014 9:52,2572058134,TRUE
157,hipppo_,justin,striving for excellence motivates you; striving for perfection is demoralizing,1969,2148,1520,1855,9,FALSE,,,us,english,eastern time (us & canada),5/30/2014,5/30/2014 10:41,2572092279,TRUE
158,mihanovikov,?????? ???????,???? ??? ????? ????? ? ????? ???????: ????????? ? ??? ??? ??????.,912,765,1088,1148,9,FALSE,,,russia,russian,volgograd,6/18/2014,6/18/2014 12:14,2574715662,TRUE
159,glebnikon,???? ???????,"??????? — ??? ???????, ???????? ??????, ? ?????? — ??? ?????? ????? ?????.",2464,807,227,165,0,FALSE,,,"??????-??-????, ??????",russian,volgograd,6/1/2014,6/1/2014 9:39,2575046530,TRUE
160,sergeev_tolik,??????? ????????,"??, ??? ????????? ???????, ?? ???????? ?????? ???????? ? ????? ????????? ? ????????, ??? ?????, ?????? ? ?????.",2467,956,392,206,0,FALSE,,,?????-?????????,russian,volgograd,6/1/2014,6/1/2014 14:50,2575471053,TRUE
161,denn_nikitin,?????,,87,1479,1719,70,0,FALSE,,,,russian,moscow,6/2/2014,6/2/2014 10:35,2577152109,TRUE
162,boriseleseev,????? ???????,????? ??????!!!,2163,581,320,229,0,FALSE,,,??????,russian,volgograd,6/20/2014,6/20/2014 7:35,2578226850,TRUE
163,russianallies,c??????? ??????,????????? iii: ? ?????? ???? ?????? ??? ????????: ?? ????? ? ????. ??????? ?? ????? ?? ????????? ??????? ??????,21072,15364,0,2926,134,FALSE,,,"????, ???????? ???????",english,abu dhabi,6/20/2014,6/20/2014 10:17,2578422308,TRUE
164,realrobert1987,proud robert,"faith, honesty, family, work, self discipline, loyalty, courage, defending innocent, personal responsibility. patriot. conservative#wakeupamerica",1982,1325,639,1834,17,FALSE,,,usa,english,baku,6/3/2014,6/3/2014 4:02,2579342751,TRUE
165,queenofthewo,jacky,"i have not failed. i've just found 10,000 ways that won't work",1704,2233,1275,1427,11,FALSE,,,montgomery,english,eastern time (us & canada),6/5/2014,6/5/2014 12:27,2584152521,TRUE
166,bocharnikov_v,???? ??????????,? ??? ????????? ??? ?????? ? ???????!,212,1368,1080,1372,3,FALSE,,,"??????, ??????",russian,nairobi,6/24/2014,6/24/2014 23:36,2586491520,TRUE
167,alexharritonov,????????? ?????????,???????????? ???????,2231,1257,521,136,1,FALSE,,,??????,russian,moscow,6/24/2014,6/24/2014 23:50,2586506586,TRUE
168,judelambertusa,jude lambert,god. country. family. #tcot#rednationrising  #ingodwetrust,1688,1515,939,1525,21,FALSE,,,usa,english,central time (us & canada),6/6/2014,6/6/2014 13:58,2587100717,TRUE
169,kansasdailynews,kansascitydailynews,"local news, sports, business, politics, entertainment, travel and opinion for kansas. dm us 24/7",25356,42560,1,5169,166,FALSE,FALSE,TRUE,"kansas city, mo",english,central time (us & canada),6/6/2014,6/6/2014 19:56,2587843805,TRUE
170,cassieweltch,cassie weltch,"ask and it will be given to you; search, and you will find; knock and the door will be opened for you",1710,2455,1381,1415,8,FALSE,,,usa,english,eastern time (us & canada),6/7/2014,6/7/2014 13:13,2589353987,TRUE
171,patriotraphael,raphael,pissed off patriot. #2a supporter #tcot#wakeupamerica,1313,1521,989,1555,19,FALSE,,,usa,english,eastern time (us & canada),6/7/2014,6/7/2014 18:41,2590038478,TRUE
172,todaypittsburgh,pittsburgh today,"pittsburgh's local news on twitter. breaking news, sports, events  and international news. tweet us or dm",18917,32006,7,6350,145,FALSE,FALSE,TRUE,"pittsburgh, pa",english,eastern time (us & canada),6/11/2014,6/11/2014 14:24,2601235821,TRUE
173,jarrardnorman,jarrard,what’s money? a man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do.,1738,2189,1416,1354,18,FALSE,,,usa,english,eastern time (us & canada),6/12/2014,6/12/2014 18:16,2604334823,TRUE
174,finley1589,donald finley,conservative. politics. pro-life. writer. #godblessamerica #wakeupamerica #ingodwetrust,1409,4283,6237,1187,41,FALSE,,,usa,english,central time (us & canada),6/13/2014,6/13/2014 13:35,2606301939,TRUE
175,amandavgreen,amy green,you have to go through the worst to arrive at your best,3557,4461,2672,3303,37,FALSE,,,united states,english,eastern time (us & canada),6/17/2014,6/17/2014 5:45,2616344667,TRUE
176,philadelphiaon,philadelphia online,"breaking news, weather, traffic and more for philadelphia and pennsylvania. dm us anytime. rts not endorsements",15904,9725,4,5890,118,FALSE,FALSE,TRUE,"philadelphia, pa",english,eastern time (us & canada),6/18/2014,6/18/2014 17:42,2620614029,TRUE
177,puredavie,david collier,i would rather die of passion than of boredom.,1780,1757,1055,1603,14,FALSE,,,usa,english,eastern time (us & canada),6/18/2014,6/18/2014 19:34,2620869737,TRUE
178,dailylosangeles,los angeles daily,"follow for la's breaking news, special reports, entertainment and more from @dailylosangeles",17851,7288,4,7200,192,FALSE,FALSE,TRUE,"los angeles, ca",english,pacific time (us & canada),6/20/2014,6/20/2014 3:22,2624554209,TRUE
179,lavrovmuesli,????? ???????,"????? ???, ????? ? ????????, ??@#%.?????????? ???????, ???????? «????», «???????????» ? «????????????? ??????????».  ???????? ???? ? ????? ???????.",47080,11798,1026,2356,359,FALSE,,,,russian,volgograd,7/21/2014,7/21/2014 10:56,2665564544,TRUE
180,brightandglory,bob hodges,,3080,3935,3359,3240,24,FALSE,,,usa,english,eastern time (us & canada),7/3/2014,7/3/2014 15:01,2668171329,TRUE
181,patriotblake,blake cline,"big government=corruption, #nra, conservative, my tweets=my personal opinions#godblessamerica",2035,3325,3533,2286,38,FALSE,,,usa,english,eastern time (us & canada),7/4/2014,7/4/2014 8:01,2671070290,TRUE
182,bgarner2107,bekky garner,embrace yourself,2496,3942,2765,2159,27,FALSE,,,arkansas,english,eastern time (us & canada),8/3/2014,8/3/2014 19:00,2732675512,TRUE
183,cascaseyp,casey pittman,do not let what you cannot do interfere with what you can do.,1907,2537,972,1567,15,FALSE,,,boston,english,eastern time (us & canada),8/14/2014,8/14/2014 7:52,2742482932,TRUE
184,washingtonline,washington online,"breaking news, weather, traffic and more for washington. dm us anytime. rts not endorsements",31729,28939,31,12148,263,FALSE,FALSE,TRUE,"washington, d.c.",english,eastern time (us & canada),8/15/2014,8/15/2014 7:33,2743327187,TRUE
185,todaynycity,new york city today,"new york city's local news on twitter. breaking news, sports, events and international news. tweet us or dm",60897,42438,42,5999,208,FALSE,FALSE,TRUE,"new york, ny",english,eastern time (us & canada),8/27/2014,8/27/2014 17:34,2752677905,TRUE
186,onlinecleveland,cleveland online,"breaking news, weather, traffic and more for cleveland. dm us anytime. rts not endorsements",16297,15314,4,7621,80,FALSE,FALSE,TRUE,"city of cleveland, usa",english,central time (us & canada),8/28/2014,8/28/2014 7:00,2753146444,TRUE
187,phoenixdailynew,phoenix daily news,"local news, sports, business, politics, entertainment, travel and opinion for phoenix and arizona. dm us 24/7",14895,19310,4,5412,132,FALSE,FALSE,TRUE,"city of phoenix, arizona",english,arizona,8/28/2014,8/28/2014 9:32,2753211010,TRUE
188,sanantotopnews,san antonio top news,"san antonio top news and stories, powered 24/7",19506,13260,3,8167,104,FALSE,FALSE,TRUE,"city of san antonio, tx",english,central time (us & canada),8/28/2014,8/28/2014 14:35,2753338899,TRUE
189,giselleevns,giselle evans,"if you don't work hard to achieve your dreams, you'll never achieve them",24344,18466,9122,21953,113,FALSE,,,"pittsburgh, us",english,eastern time (us & canada),10/29/2014,10/29/2014 11:47,2882013788,TRUE
190,danageezus,dana gold,producer,20941,13591,11920,14773,130,FALSE,,,usa,english,eastern time (us & canada),10/29/2014,10/29/2014 12:07,2882037326,TRUE
191,jenn_abrams,jenna abrams,politics is a circus of hypocrisy. i do care. any offers/ideas/questions? dm or email me jennnabrams@gmail.com,61609,20576,8763,20600,456,FALSE,,,usa,english,eastern time (us & canada),10/29/2014,10/29/2014 16:57,2882331822,TRUE
192,thefoundingson,,,,,,,,,,,,,,,,4508630900,TRUE
193,chrixmorgan,christian morgan,i'm so funny. i can make myself laugh,18062,10121,6268,9033,97,FALSE,,,usa,english,pacific time (us & canada),10/29/2014,10/29/2014 16:41,2882350436,TRUE
194,newspeakdaily,newspeak daily,it's never too late to reinvent the bicycle,5786,10611,0,874,65,FALSE,,,,english,eastern time (us & canada),12/13/2014,12/13/2014 17:39,2928870434,TRUE
195,screamymonkey,screamy monkey,first frontier.news aggreagtor.,13214,45883,1165,14051,44,FALSE,,,,english,pacific time (us & canada),12/27/2014,12/27/2014 8:31,2943515140,TRUE
196,specialaffair,special affair,political junkie in action,11237,36058,948,10072,51,FALSE,,,,english,pacific time (us & canada),12/30/2014,12/30/2014 17:41,2951556370,TRUE
197,baltimore0nline,baltimore online,"breaking news, weather, traffic and more for baltimore. dm us anytime. rts not endorsements",6406,10773,78,5272,112,FALSE,FALSE,TRUE,"baltimore, md",english,eastern time (us & canada),3/10/2015,3/10/2015 13:26,3071479646,TRUE
198,stlouisonline,st. louis online,"breaking news, weather, traffic and more for st. louis. dm us anytime. rts not endorsements",8329,17082,9,5249,145,FALSE,FALSE,TRUE,"st louis, mo",english,eastern time (us & canada),3/12/2015,3/12/2015 3:43,3074563039,TRUE
199,richmondvoice,richmond voice,richmond's latest news source. follow us for original reporting and trusted news @richmondvoice. dm your local news tips,2804,5234,3,4719,29,FALSE,FALSE,TRUE,"richmond, va",english,eastern time (us & canada),3/14/2015,3/14/2015 13:09,3080829096,TRUE
200,aldrich420,kristian aldrich,"retired chief financial officer, patriot, conservative constitutionalist, 2nd amend supporter, penn state grad - political science, fitness enthusiast",1483,1162,940,1670,24,FALSE,,,usa,english,eastern time (us & canada),3/10/2015,3/10/2015 2:43,3083086600,TRUE
201,hollydler,holly elder,"i live by the creed god, family, country. i'm a #bluelives family. #lnyhbt #tcot #israel #ccot #pjnet #policelivesmatter",1831,3066,3525,1493,20,FALSE,,,,english,eastern time (us & canada),3/10/2015,3/10/2015 12:14,3083844539,TRUE
202,priceforpierce,kenneth pierce,constitutional conservative-pro life-pro 2nd amendment-christian,2286,1695,1029,2696,30,FALSE,,,,english,eastern time (us & canada),3/10/2015,3/10/2015 13:51,3084088366,TRUE
203,mil0blake,milo blake,"faith, honesty, family, work, self discipline, loyalty, courage, defending most innocent, personal responsibility & helping others help themselves #tcot",1916,1659,852,1977,25,FALSE,,,usa,english,eastern time (us & canada),3/10/2015,3/10/2015 16:44,3084360275,TRUE
204,devinedevinbr,devin brewer,#jesus is my love - tea party. arrest obama regime #tcot#rednationrising #ingodwetrust,1590,1061,511,1361,28,FALSE,,,,english,pacific time (us & canada),3/10/2015,3/10/2015 21:06,3084866039,TRUE
205,newarkvoice,newark voice,newark's latest news source. follow us for original reporting and trusted news @newarkvoice,4108,11511,0,3732,42,FALSE,FALSE,TRUE,"newark, nj",english,eastern time (us & canada),3/15/2015,3/15/2015 7:23,3091936475,TRUE
206,batonrougevoice,baton rouge voice,baton rouge's latest news source. follow us for original reporting and trusted news @batonrougevoice. dm your local news tips,3110,20707,0,2382,42,FALSE,FALSE,TRUE,"baton rouge, la",english,eastern time (us & canada),3/15/2015,3/15/2015 7:27,3091979410,TRUE
207,gloed_up,1-800-woke-af,no black person is ugly #bronze #blacklivesmatter #blacktolive,19314,28695,12132,10011,255,FALSE,,,stlouis,english,pacific time (us & canada),8/11/2015,8/11/2015 7:22,3312143142,TRUE
208,worldofhashtags,world of hashtags,hosted by @giselleevns. join #worldofhashtags game on mondays at 9am et/ wednesdays at 10am et,7379,21500,27181,5462,80,FALSE,,,,english,eastern time (us & canada),9/3/2015,9/3/2015 17:13,3438999494,TRUE
209,todayinsyria,syria today,news about war in #syria & #isis,26430,10162,93,6100,273,FALSE,FALSE,TRUE,,english,london,10/8/2015,10/8/2015 12:27,3899481526,TRUE
210,blackmattersus,blackmatters,"fast-growing black community. latest news and everyday updates, opinions on today’s racial justice issues.#blackmattersus #blm",15026,3252,2830,14414,144,FALSE,FALSE,TRUE,,english,pacific time (us & canada),10/22/2015,10/22/2015 8:38,3978316814,TRUE
211,tpartynews,tea party news,,19976,1649,928,21908,97,FALSE,,,,english,pacific time (us & canada),10/23/2015,10/23/2015 11:07,3990577513,TRUE
212,4mysquad,4 my squad,#blacklivesmatter,4733,1489,544,4008,35,FALSE,,,,english,pacific time (us & canada),10/27/2015,10/27/2015 15:08,4036537452,TRUE
213,blackeyeblog,black eye,education and information is our tool and weapon. and we are going to use them.,4555,1742,469,5155,49,FALSE,,,,english,pacific time (us & canada),11/9/2015,11/9/2015 10:31,4178313619,TRUE
214,blk_voice,black voice,black is the new black!#blacklivesmatter,8339,1545,3,6374,75,FALSE,,,,english,pacific time (us & canada),11/18/2015,11/18/2015 10:26,4217244274,TRUE
215,itstimetosecede,heart of texas,tx patriots united for real action. secede if hillary! #2a #neverhillary #texit #texassecede,5391,848,604,5783,34,FALSE,,,all over texas,english,central time (us & canada),11/25/2015,11/25/2015 7:03,4271904983,TRUE
216,blacknewsoutlet,black news,freedom is never given; it is won. #blacklivesmatter,11518,1370,36,6737,130,FALSE,,,black america,english,pacific time (us & canada),11/28/2015,11/28/2015 1:17,4301962823,TRUE
217,rightnpr,right and proud,conservative; politically incorrect; christian. proud american; the only left we have is regressive left,9297,791,46,7930,32,FALSE,,,,english,pacific time (us & canada),11/28/2015,11/28/2015 21:53,4311371968,TRUE
218,southlonestar,south lone star,proud texan and american patriot #2a #prolife #trump2016 #trumppence16 pc is against freedom of speech and islam is against western culture,22049,2108,216,14785,123,FALSE,,,"texas, usa",english,pacific time (us & canada),11/25/2015,11/25/2015 12:33,4355797094,TRUE
219,dontshootcom,don't shoot,'don't shoot' aims to empower and encourage people to take action in struggle for social justice. unite and fight against #policebrutality!,4683,757,460,4612,41,FALSE,,,,english,pacific time (us & canada),1/28/2016,1/28/2016 9:36,4856706634,TRUE
220,trayneshacole,traynesha cole ??,love for all my people of melanin. your black is beautiful!#mypussymychoice #blackgirlsmagic #blacklivesmatter,11756,7118,2010,9599,133,FALSE,,,,english,pacific time (us & canada),2/4/2016,2/4/2016 13:35,4859142199,TRUE
221,gallowayeliana,eliana galloway,slave blood. melanin. water. fire. honey#blacklivesmatter bih,1000,1721,1882,939,14,FALSE,,,usa,english,eastern time (us & canada),6/11/2013,6/11/2013 15:38,1504356343,TRUE
222,catelinewatkins,cateline,,1194,1589,851,1666,8,FALSE,,,usa,english,eastern time (us & canada),6/13/2013,6/13/2013 4:06,1512371617,TRUE
223,susayung,susan young,"i live my own life, #blacktivist",953,1765,1773,973,13,FALSE,,,united states,english,eastern time (us & canada),6/18/2013,6/18/2013 8:08,1527133837,TRUE
224,taraformation,tara franko,"love my human family. i hate injustice.im ready for the beast ,no matter what form ,shape,size,nationality,color.",470,641,987,517,2,FALSE,,,"atlanta, ga",english,eastern time (us & canada),6/20/2013,6/20/2013 14:46,1534083420,TRUE
225,bigseanbeast,sean beast,"everybody wants to be a nigga, but nobody wants to be a nigga.#blacklivesalwaysmatter",670,1475,1856,780,8,FALSE,,,usa,english,eastern time (us & canada),7/25/2013,7/25/2013 21:54,1621376306,TRUE
226,notballinyet,shane mathews,a voice of resistance from a person of color living in america |#blacktolive!,724,1346,1557,686,7,FALSE,,,usa,english,eastern time (us & canada),7/26/2013,7/26/2013 14:08,1623062953,TRUE
227,claypaigeboo,clayton paige,warrior for the injustices done to my people.#blacklivesmatter,838,1328,1143,1265,12,FALSE,,,"bronx, ny",english,eastern time (us & canada),7/27/2013,7/27/2013 20:47,1626302035,TRUE
228,fightm_d_b,#i'mwokeaf,fuck my bitch or fuck your bitch... ican't make my mind up,612,1717,2326,507,10,FALSE,,,usa,english,eastern time (us & canada),8/4/2013,8/4/2013 19:19,1645969141,TRUE
229,hollandpatrickk,patrick,"lover of life and israel, jesus and country music! conservative christian! #nra#2a #infidel #tcot #ingodwetrust",338,893,324,429,6,FALSE,,,usa,english,eastern time (us & canada),8/5/2013,8/5/2013 5:41,1646999972,TRUE
230,kaydenmelton,kayden melton,"either you run the day, or the day runs you. –jim rohn",2780,1672,1865,2404,6,FALSE,,,"houston, tx",english,eastern time (us & canada),8/5/2013,8/5/2013 11:58,1647637538,TRUE
231,charlesrespeck,charles wright,official feed of corrupt police in usa. we are just getting started - expect us. #blacklivesmatter #acab,704,1328,1259,647,14,FALSE,,,,english,eastern time (us & canada),8/6/2013,8/6/2013 6:54,1649652192,TRUE
232,hellieedwards,praying for love,,2355,2826,2513,3117,16,FALSE,,,,english,eastern time (us & canada),8/6/2013,8/6/2013 13:08,1650310652,TRUE
233,wonderhann,wonderwoman,i'm a wonderwoman and wonderwomen don't cry,51,33,12,45,2,FALSE,,,usa,english,eastern time (us & canada),8/6/2013,8/6/2013 20:12,1651108392,TRUE
234,marissaimstrong,,,,,,,,,,,,,,,,1681425248,TRUE
235,johnievogue,johnie vaughan,"hope for the best. expect the worst. ? i'm not afraid of dying, i'm afraid of not trying",876,1610,2310,743,5,FALSE,,,"miami, fl",english,eastern time (us & canada),8/7/2013,8/7/2013 16:50,1653393446,TRUE
236,maymaymyy,may sullivan,i got a .45 in my louis bag yeah #allblacklivesmatter,870,1660,1712,742,5,FALSE,,,usa,english,eastern time (us & canada),8/8/2013,8/8/2013 2:09,1654347974,TRUE
237,imaswerve,paul stewart,bassline junkie | black lives matter activist | baller | nigga with attitude,795,1417,1492,709,9,FALSE,,,usa,english,eastern time (us & canada),8/8/2013,8/8/2013 5:49,1654695517,TRUE
238,sincerepruitt,sincere pruitt,i'd love to trade weekdays for weekends. ? ? ?,612,1272,1371,581,9,FALSE,,,"baltimore, md",english,eastern time (us & canada),8/8/2013,8/8/2013 12:49,1655288160,TRUE
239,jeanuttella,jeannette whitley,it's hard to believe all this shit whats going on #blacklivesmatter,830,1514,1328,647,7,FALSE,,,usa,english,eastern time (us & canada),8/8/2013,8/8/2013 17:11,1655815544,TRUE
240,johnbranchh,jonathan branch,your biggest fear should be the fact i'm black and my life matters.,849,1685,2359,852,7,FALSE,,,"houston, tx",english,eastern time (us & canada),8/9/2013,8/9/2013 13:11,1657753759,TRUE
241,karenparker93,karen p.,"dear lord, please bless & protect our military, ijn! #renewus #pjnet #ccot #tcot#wakeupamerica",1317,1957,1280,862,17,FALSE,,,,english,eastern time (us & canada),8/10/2013,8/10/2013 10:20,1659753702,TRUE
242,tessyelmore,theresa elmore,"18. the struggle is real, but so is god?. /musicholic/#blacklivesmatter",2823,1738,2103,2207,9,FALSE,,,"oklahoma, pa",english,eastern time (us & canada),8/10/2013,8/10/2013 13:54,1660183028,TRUE
243,adrgreerr,adrian greer,"the most difficult thing is the decision to act, the rest is merely tenacity.",717,1400,1378,1214,9,FALSE,,,usa,english,eastern time (us & canada),8/10/2013,8/10/2013 13:46,1660186831,TRUE
244,damanimiles,damani miles,"unfadeable so please don't try to fade me |blacktivist | #staywoke, monica",815,1353,1138,682,9,FALSE,,,united states,english,eastern time (us & canada),8/10/2013,8/10/2013 19:14,1660804459,TRUE
245,rh0lbr00k,rachael holbrook,"all lives matter i'm a true conservative christian patriot. i love god, i love my country. #pjnet #tcot #godblessamerica",1799,1988,1850,1970,15,FALSE,,,usa,english,eastern time (us & canada),8/11/2013,8/11/2013 14:58,1662779209,TRUE
246,finnaglo,malik chandler,the worst fool is an educated one…,810,1507,1514,911,7,FALSE,,,"chicago, il",english,eastern time (us & canada),8/11/2013,8/11/2013 22:42,1663583694,TRUE
247,johnieboycooks,johnie cooks,"warm as the sun, dipped in black. full time protagonist, womanist, & revolutionary | strength, courage, & wisdom.",674,1499,1786,647,4,FALSE,,,"atlanta, ga",english,eastern time (us & canada),8/13/2013,8/13/2013 16:58,1668314575,TRUE
248,adamchapmanjr,adam chapman,"womanist/ #allblacklivesmatter/ don't be a dick, it's not that difficult /anthropology major at the university of arizona",835,1282,1081,728,5,FALSE,,,"arizona, usa",english,eastern time (us & canada),8/14/2013,8/14/2013 15:08,1670762347,TRUE
249,brianthelifter,brian carter,"if you don't stand for anything, you will fall for everything #blacklivesmatter",880,1244,1362,698,7,FALSE,,,"atlanta, ga",english,eastern time (us & canada),8/16/2013,8/16/2013 9:09,1675280893,TRUE
250,wokefromday1,angel underwood,i will not drown in the rising tide of conformity. i will not let authority ignore me. #staywoke ?,782,1761,1900,829,15,FALSE,,,,english,eastern time (us & canada),8/17/2013,8/17/2013 15:39,1678552327,TRUE
251,willisbonnerr,willis bonner,you miss 100% of the shots you don’t take,571,1356,1365,470,7,FALSE,,,"ferguson, mo",english,eastern time (us & canada),8/18/2013,8/18/2013 10:05,1680366068,TRUE
252,jerstoner,jeremy cooley,"if i rude, i rude. author of all in love is fair",596,1249,1212,464,6,FALSE,,,usa,english,eastern time (us & canada),8/19/2013,8/19/2013 16:03,1683608846,TRUE
